training_id,employee_id,company_id,course_name,course_category,enrollment_date,completion_date,completion_status,score,duration_hours
TR001306,C13-E0075,C13,Automatizacao de Tarefas com IA,Produtividade,2025-10-28,2025-11-09,Concluido,69.0,2.1
TR001307,C13-E0062,C13,Prompt Engineering na Pratica,IA Generativa,2025-07-14,2025-08-31,Concluido,58.0,3.2
TR001308,C13-E0053,C13,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-27,,Em Andamento,,2.2
TR001309,C13-E0053,C13,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-12-25,,Abandonado,,1.6
TR001310,C13-E0053,C13,Analise de Dados com IA,Dados e Analytics,2026-07-02,,Em Andamento,,3.8
TR001311,C13-E0023,C13,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-15,,Em Andamento,,2.2
TR001312,C13-E0023,C13,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-12,2026-04-10,Concluido,98.0,1.5
TR001313,C13-E0005,C13,Etica e Governanca de Dados em IA,Governanca,2026-03-19,,Nao Iniciado,,2.0
TR001314,C13-E0026,C13,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-21,,Em Andamento,,0.9
TR001315,C13-E0026,C13,Prompt Engineering na Pratica,IA Generativa,2026-05-15,,Em Andamento,,3.2
TR001316,C14-E0112,C14,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-26,2025-09-26,Concluido,68.0,2.2
TR001317,C14-E0031,C14,Analise de Dados com IA,Dados e Analytics,2026-03-09,2026-04-05,Concluido,97.0,4.1
TR001318,C14-E0094,C14,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-21,,Nao Iniciado,,1.4
TR001319,C14-E0092,C14,Etica e Governanca de Dados em IA,Governanca,2026-03-02,2026-03-05,Concluido,73.0,2.0
TR001320,C14-E0092,C14,Prompt Engineering na Pratica,IA Generativa,2026-03-21,2026-04-15,Concluido,69.0,3.5
TR001321,C14-E0096,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2026-01-19,2026-01-30,Concluido,93.0,1.5
TR001322,C14-E0096,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-11,,Em Andamento,,2.2
TR001323,C14-E0056,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-25,2025-10-18,Concluido,81.0,1.8
TR001324,C14-E0085,C14,Fundamentos de IA Generativa,IA Generativa,2026-03-26,2026-05-04,Concluido,89.0,2.0
TR001325,C14-E0103,C14,Fundamentos de IA Generativa,IA Generativa,2025-06-27,2025-07-15,Concluido,69.0,2.1
TR001326,C14-E0048,C14,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-13,,Em Andamento,,1.4
TR001327,C14-E0014,C14,Prompt Engineering na Pratica,IA Generativa,2026-03-14,,Nao Iniciado,,3.3
TR001328,C14-E0014,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-04-25,2026-05-30,Concluido,87.0,1.8
TR001329,C14-E0014,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-19,2025-12-24,Concluido,60.0,1.0
TR001330,C14-E0051,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-11-12,2025-11-25,Concluido,79.0,1.5
TR001331,C14-E0051,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-04-10,2026-05-04,Concluido,100.0,2.4
TR001332,C14-E0018,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-05-28,2026-05-31,Concluido,80.0,0.9
TR001333,C14-E0080,C14,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-05,2025-07-26,Concluido,56.0,1.9
TR001334,C14-E0099,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-11-08,,Nao Iniciado,,1.7
TR001335,C14-E0028,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-04-27,,Nao Iniciado,,1.4
TR001336,C14-E0001,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-16,2025-09-23,Concluido,71.0,1.8
TR001337,C14-E0001,C14,IA para Times Comerciais,Aplicacoes de Negocio,2025-09-14,,Nao Iniciado,,1.7
TR001338,C14-E0027,C14,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-26,,Em Andamento,,1.4
TR001339,C14-E0027,C14,Etica e Governanca de Dados em IA,Governanca,2025-10-30,,Nao Iniciado,,2.3
TR001340,C14-E0105,C14,Fundamentos de IA Generativa,IA Generativa,2026-03-11,2026-04-06,Concluido,72.0,2.1
TR001341,C14-E0064,C14,Etica e Governanca de Dados em IA,Governanca,2026-02-11,2026-04-03,Concluido,60.0,1.9
TR001342,C14-E0083,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2026-02-15,2026-02-28,Concluido,59.0,1.3
TR001343,C14-E0083,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-20,,Nao Iniciado,,1.0
TR001344,C14-E0003,C14,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-02-07,2026-03-21,Concluido,68.0,2.1
TR001345,C14-E0003,C14,Etica e Governanca de Dados em IA,Governanca,2025-06-19,2025-07-26,Concluido,82.0,1.9
TR001346,C14-E0104,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-04-28,2026-05-03,Concluido,89.0,4.3
TR001347,C14-E0023,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-29,,Nao Iniciado,,4.2
TR001348,C14-E0072,C14,Etica e Governanca de Dados em IA,Governanca,2026-06-04,,Nao Iniciado,,2.3
TR001349,C14-E0072,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-30,2025-08-04,Concluido,76.0,1.0
TR001350,C14-E0100,C14,Prompt Engineering na Pratica,IA Generativa,2026-01-25,2026-03-08,Concluido,59.0,3.1
TR001351,C14-E0100,C14,Automatizacao de Tarefas com IA,Produtividade,2026-01-02,2026-01-26,Concluido,94.0,3.0
TR001352,C14-E0032,C14,Analise de Dados com IA,Dados e Analytics,2025-11-04,,Nao Iniciado,,3.6
TR001353,C14-E0032,C14,Fundamentos de IA Generativa,IA Generativa,2025-10-26,,Em Andamento,,1.9
TR001354,C14-E0055,C14,Analise de Dados com IA,Dados e Analytics,2025-10-25,,Nao Iniciado,,4.0
TR001355,C14-E0012,C14,Etica e Governanca de Dados em IA,Governanca,2025-06-13,2025-08-10,Concluido,72.0,2.3
TR001356,C14-E0013,C14,Etica e Governanca de Dados em IA,Governanca,2026-04-17,2026-05-20,Concluido,64.0,2.0
TR001357,C14-E0071,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-29,,Nao Iniciado,,2.3
TR001358,C14-E0091,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-07,,Nao Iniciado,,4.1
TR001359,C14-E0057,C14,Etica e Governanca de Dados em IA,Governanca,2025-12-23,2026-01-30,Concluido,78.0,1.8
TR001360,C14-E0061,C14,Analise de Dados com IA,Dados e Analytics,2026-03-13,2026-03-31,Concluido,84.0,3.9
TR001361,C14-E0061,C14,Prompt Engineering na Pratica,IA Generativa,2025-11-07,,Abandonado,,3.3
TR001362,C14-E0029,C14,Analise de Dados com IA,Dados e Analytics,2026-07-06,,Em Andamento,,3.5
TR001363,C14-E0101,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-10-06,2025-10-31,Concluido,79.0,1.4
TR001364,C14-E0117,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-07-17,,Abandonado,,1.8
TR001365,C14-E0095,C14,Fundamentos de IA Generativa,IA Generativa,2026-01-12,2026-01-16,Concluido,75.0,2.1
TR001366,C14-E0067,C14,Prompt Engineering na Pratica,IA Generativa,2026-02-22,,Abandonado,,3.1
TR001367,C14-E0067,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-04-23,,Nao Iniciado,,1.7
TR001368,C14-E0067,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-13,2026-05-23,Concluido,60.0,2.1
TR001369,C14-E0017,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-17,2026-03-25,Concluido,63.0,1.3
TR001370,C14-E0120,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-07-26,2026-08-10,Concluido,87.0,1.7
TR001371,C14-E0120,C14,Prompt Engineering na Pratica,IA Generativa,2025-07-31,2025-08-27,Concluido,62.0,3.5
TR001372,C14-E0002,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-12,2026-02-18,Concluido,90.0,1.8
TR001373,C14-E0043,C14,Etica e Governanca de Dados em IA,Governanca,2025-08-13,2025-08-17,Concluido,78.0,2.2
TR001374,C14-E0113,C14,IA para Times Comerciais,Aplicacoes de Negocio,2025-08-04,,Em Andamento,,1.3
TR001375,C14-E0113,C14,Etica e Governanca de Dados em IA,Governanca,2025-08-23,2025-09-03,Concluido,65.0,1.7
TR001376,C14-E0036,C14,Fundamentos de IA Generativa,IA Generativa,2026-02-26,,Abandonado,,1.9
TR001377,C14-E0036,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-12-10,,Abandonado,,1.4
TR001378,C14-E0036,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-01,,Em Andamento,,4.2
TR001379,C14-E0111,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-12,2026-02-02,Concluido,61.0,2.2
TR001380,C14-E0049,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-07-27,,Nao Iniciado,,1.3
TR001381,C14-E0054,C14,Analise de Dados com IA,Dados e Analytics,2025-12-21,2026-02-12,Concluido,69.0,3.5
TR001382,C14-E0054,C14,Automatizacao de Tarefas com IA,Produtividade,2026-05-23,,Em Andamento,,2.7
TR001383,C14-E0007,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-15,,Em Andamento,,1.7
TR001384,C14-E0035,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2026-05-04,2026-05-08,Concluido,99.0,1.5
TR001385,C14-E0035,C14,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-07,,Em Andamento,,1.4
TR001386,C14-E0035,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-09-15,,Abandonado,,0.9
TR001387,C14-E0086,C14,Automatizacao de Tarefas com IA,Produtividade,2025-12-20,,Em Andamento,,2.5
TR001388,C14-E0089,C14,Analise de Dados com IA,Dados e Analytics,2025-08-23,2025-10-06,Concluido,65.0,3.8
TR001389,C14-E0005,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-06,2026-03-03,Concluido,84.0,1.8
TR001390,C14-E0106,C14,Analise de Dados com IA,Dados e Analytics,2025-11-05,2025-12-16,Concluido,70.0,3.8
TR001391,C14-E0106,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-06-13,,Em Andamento,,1.7
TR001392,C14-E0106,C14,IA para Times Comerciais,Aplicacoes de Negocio,2026-04-10,2026-05-02,Concluido,77.0,1.7
TR001393,C14-E0098,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-12-24,2025-12-30,Concluido,95.0,1.3
TR001394,C14-E0082,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-09,,Em Andamento,,0.9
TR001395,C14-E0082,C14,Automatizacao de Tarefas com IA,Produtividade,2026-04-20,2026-05-26,Concluido,86.0,2.6
TR001396,C14-E0034,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-19,,Nao Iniciado,,3.5
TR001397,C14-E0034,C14,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-17,,Em Andamento,,1.3
TR001398,C14-E0040,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2026-04-04,2026-05-25,Concluido,69.0,1.4
TR001399,C14-E0093,C14,Etica e Governanca de Dados em IA,Governanca,2025-10-15,2025-10-19,Concluido,62.0,1.9
TR001400,C14-E0088,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2025-12-27,,Em Andamento,,1.4
TR001401,C14-E0088,C14,Automatizacao de Tarefas com IA,Produtividade,2026-06-20,,Em Andamento,,2.5
TR001402,C14-E0050,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-15,2026-04-15,Concluido,99.0,1.5
TR001403,C14-E0122,C14,Fundamentos de IA Generativa,IA Generativa,2026-01-27,,Abandonado,,1.8
TR001404,C14-E0122,C14,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-22,,Em Andamento,,2.0
TR001405,C14-E0122,C14,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-23,2026-02-04,Concluido,90.0,1.8
TR001406,C14-E0115,C14,Etica e Governanca de Dados em IA,Governanca,2025-11-28,2025-12-07,Concluido,74.0,1.8
TR001407,C14-E0008,C14,Fundamentos de IA Generativa,IA Generativa,2026-02-25,2026-03-16,Concluido,69.0,1.9
TR001408,C14-E0008,C14,Automatizacao de Tarefas com IA,Produtividade,2026-04-17,,Em Andamento,,2.3
TR001409,C14-E0074,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-08,2025-07-13,Concluido,88.0,1.5
TR001410,C14-E0062,C14,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-22,2026-07-28,Concluido,61.0,1.6
TR001411,C14-E0107,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-02-19,,Em Andamento,,4.3
TR001412,C14-E0006,C14,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-11-07,2025-12-13,Concluido,60.0,1.7
TR001413,C14-E0006,C14,Automatizacao de Tarefas com IA,Produtividade,2025-08-18,2025-10-05,Concluido,79.0,2.4
TR001414,C14-E0006,C14,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-06-26,,Nao Iniciado,,3.8
TR001415,C14-E0081,C14,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-10,,Nao Iniciado,,1.0
TR001416,C14-E0081,C14,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-30,2025-08-28,Concluido,85.0,2.4
TR001417,C14-E0026,C14,Fundamentos de IA Generativa,IA Generativa,2025-08-03,2025-09-28,Concluido,59.0,2.2
TR001418,C15-E0077,C15,Fundamentos de IA Generativa,IA Generativa,2026-01-30,,Abandonado,,2.3
TR001419,C15-E0077,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-17,2025-08-31,Concluido,74.0,1.6
TR001420,C15-E0036,C15,Fundamentos de IA Generativa,IA Generativa,2025-06-21,2025-07-29,Concluido,80.0,2.3
TR001421,C15-E0036,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-25,2025-09-01,Concluido,89.0,1.5
TR001422,C15-E0036,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-06-04,2026-06-09,Concluido,83.0,1.1
TR001423,C15-E0017,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-20,,Abandonado,,2.4
TR001424,C15-E0017,C15,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-27,2026-01-19,Concluido,88.0,1.7
TR001425,C15-E0017,C15,Analise de Dados com IA,Dados e Analytics,2025-10-11,,Em Andamento,,3.9
TR001426,C15-E0023,C15,Etica e Governanca de Dados em IA,Governanca,2025-10-01,,Abandonado,,2.3
TR001427,C15-E0023,C15,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-08,2026-04-26,Concluido,82.0,1.7
TR001428,C15-E0035,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-19,2026-08-10,Concluido,76.0,1.3
TR001429,C15-E0035,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-11,2025-12-14,Concluido,60.0,1.0
TR001430,C15-E0050,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-09,,Em Andamento,,1.9
TR001431,C15-E0050,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-17,2025-09-12,Concluido,78.0,4.2
TR001432,C15-E0005,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-11,2025-08-27,Concluido,64.0,1.0
TR001433,C15-E0007,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-01,2025-12-29,Concluido,90.0,0.9
TR001434,C15-E0007,C15,Analise de Dados com IA,Dados e Analytics,2026-01-15,2026-02-27,Concluido,99.0,4.0
TR001435,C15-E0013,C15,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-01-18,2026-01-23,Concluido,92.0,1.6
TR001436,C15-E0013,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-30,,Abandonado,,1.7
TR001437,C15-E0009,C15,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-17,2025-10-14,Concluido,93.0,2.0
TR001438,C15-E0009,C15,Etica e Governanca de Dados em IA,Governanca,2026-05-03,2026-06-17,Concluido,59.0,1.8
TR001439,C15-E0025,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-27,,Abandonado,,2.2
TR001440,C15-E0025,C15,Prompt Engineering na Pratica,IA Generativa,2025-08-31,2025-09-19,Concluido,87.0,2.6
TR001441,C15-E0025,C15,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-03,2026-05-14,Concluido,81.0,1.8
TR001442,C15-E0076,C15,Etica e Governanca de Dados em IA,Governanca,2025-07-31,,Em Andamento,,2.2
TR001443,C15-E0076,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-10-26,2025-10-29,Concluido,67.0,1.0
TR001444,C15-E0057,C15,Prompt Engineering na Pratica,IA Generativa,2025-10-01,,Em Andamento,,3.1
TR001445,C15-E0057,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-10-04,2025-11-17,Concluido,72.0,3.8
TR001446,C15-E0055,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-11,,Abandonado,,3.4
TR001447,C15-E0056,C15,Prompt Engineering na Pratica,IA Generativa,2025-08-09,,Em Andamento,,3.4
TR001448,C15-E0037,C15,Analise de Dados com IA,Dados e Analytics,2026-07-10,,Em Andamento,,3.6
TR001449,C15-E0047,C15,Etica e Governanca de Dados em IA,Governanca,2026-02-11,,Em Andamento,,1.7
TR001450,C15-E0047,C15,Analise de Dados com IA,Dados e Analytics,2025-12-01,2025-12-25,Concluido,57.0,4.7
TR001451,C15-E0022,C15,Prompt Engineering na Pratica,IA Generativa,2026-04-28,,Em Andamento,,2.9
TR001452,C15-E0022,C15,IA para Times Comerciais,Aplicacoes de Negocio,2026-06-29,2026-08-10,Concluido,91.0,1.7
TR001453,C15-E0004,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-04-08,2026-05-10,Concluido,56.0,3.9
TR001454,C15-E0028,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-06-11,2025-08-04,Concluido,83.0,1.1
TR001455,C15-E0028,C15,Automatizacao de Tarefas com IA,Produtividade,2026-01-14,,Em Andamento,,2.5
TR001456,C15-E0028,C15,Etica e Governanca de Dados em IA,Governanca,2025-10-08,2025-11-15,Concluido,67.0,1.9
TR001457,C15-E0070,C15,Analise de Dados com IA,Dados e Analytics,2025-08-18,,Em Andamento,,4.7
TR001458,C15-E0070,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-14,,Em Andamento,,2.2
TR001459,C15-E0074,C15,Automatizacao de Tarefas com IA,Produtividade,2026-01-25,2026-03-02,Concluido,64.0,2.2
TR001460,C15-E0046,C15,Fundamentos de IA Generativa,IA Generativa,2026-06-12,,Em Andamento,,1.8
TR001461,C15-E0046,C15,Prompt Engineering na Pratica,IA Generativa,2026-04-07,,Em Andamento,,2.8
TR001462,C15-E0046,C15,IA para Times Comerciais,Aplicacoes de Negocio,2026-04-21,2026-04-26,Concluido,92.0,1.8
TR001463,C15-E0062,C15,Etica e Governanca de Dados em IA,Governanca,2025-11-06,2025-12-26,Concluido,100.0,2.0
TR001464,C15-E0052,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-23,,Em Andamento,,1.9
TR001465,C15-E0038,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-30,2026-02-23,Concluido,99.0,4.0
TR001466,C15-E0043,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-28,,Em Andamento,,1.2
TR001467,C15-E0014,C15,Fundamentos de IA Generativa,IA Generativa,2026-01-25,2026-01-31,Concluido,57.0,2.2
TR001468,C15-E0014,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-12-26,,Nao Iniciado,,2.3
TR001469,C15-E0067,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-23,2026-04-12,Concluido,88.0,3.5
TR001470,C15-E0067,C15,Fundamentos de IA Generativa,IA Generativa,2026-04-18,2026-04-28,Concluido,63.0,1.7
TR001471,C15-E0067,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-19,2025-12-03,Concluido,93.0,2.3
TR001472,C15-E0054,C15,IA para Times Comerciais,Aplicacoes de Negocio,2026-01-04,2026-02-18,Concluido,84.0,1.6
TR001473,C15-E0059,C15,Analise de Dados com IA,Dados e Analytics,2026-05-12,,Em Andamento,,4.2
TR001474,C15-E0059,C15,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-08,2025-12-12,Concluido,97.0,1.6
TR001475,C15-E0059,C15,Automatizacao de Tarefas com IA,Produtividade,2026-03-07,2026-05-02,Concluido,85.0,2.5
TR001476,C15-E0069,C15,Automatizacao de Tarefas com IA,Produtividade,2025-09-01,2025-10-25,Concluido,80.0,2.9
TR001477,C15-E0069,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2026-03-04,2026-03-26,Concluido,94.0,1.4
TR001478,C15-E0068,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-30,,Nao Iniciado,,1.1
TR001479,C15-E0068,C15,Automatizacao de Tarefas com IA,Produtividade,2025-06-20,2025-07-01,Concluido,95.0,2.7
TR001480,C15-E0049,C15,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-15,,Nao Iniciado,,1.9
TR001481,C15-E0049,C15,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-01,,Em Andamento,,1.5
TR001482,C15-E0058,C15,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-09-26,2025-10-03,Concluido,65.0,3.9
TR001483,C15-E0048,C15,Automatizacao de Tarefas com IA,Produtividade,2025-12-19,2026-02-03,Concluido,72.0,2.3
TR001484,C15-E0066,C15,Prompt Engineering na Pratica,IA Generativa,2026-04-13,,Em Andamento,,3.4
TR001485,C15-E0003,C15,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-05,2026-04-01,Concluido,84.0,1.6
TR001486,C15-E0003,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-08-22,,Em Andamento,,0.9
TR001487,C15-E0064,C15,Prompt Engineering na Pratica,IA Generativa,2026-03-21,,Em Andamento,,3.1
TR001488,C15-E0064,C15,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-28,2026-08-10,Concluido,65.0,0.9
TR001489,C15-E0001,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2025-12-08,2025-12-18,Concluido,73.0,1.7
TR001490,C15-E0001,C15,Automatizacao de Tarefas com IA,Produtividade,2025-06-07,2025-06-15,Concluido,57.0,2.3
TR001491,C15-E0015,C15,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-25,2025-07-29,Concluido,84.0,1.8
TR001492,C15-E0015,C15,IA Responsavel: Vieses e Limitacoes,Governanca,2026-04-06,2026-05-19,Concluido,81.0,1.3
TR001493,C15-E0030,C15,Prompt Engineering na Pratica,IA Generativa,2025-07-16,2025-09-04,Concluido,85.0,2.9
TR001494,C15-E0011,C15,Analise de Dados com IA,Dados e Analytics,2025-06-11,2025-06-19,Concluido,78.0,3.6
TR001495,C15-E0040,C15,Etica e Governanca de Dados em IA,Governanca,2025-10-15,2025-11-23,Concluido,63.0,1.9
TR001496,C15-E0019,C15,Analise de Dados com IA,Dados e Analytics,2025-09-04,,Nao Iniciado,,4.5
TR001497,C15-E0019,C15,Prompt Engineering na Pratica,IA Generativa,2026-01-10,,Em Andamento,,3.0
TR001498,C15-E0045,C15,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-10-16,,Em Andamento,,1.4
TR001499,C15-E0045,C15,Analise de Dados com IA,Dados e Analytics,2026-04-13,,Em Andamento,,4.8
TR001500,C15-E0082,C15,Prompt Engineering na Pratica,IA Generativa,2026-03-13,2026-04-10,Concluido,63.0,3.1
TR001501,C16-E0033,C16,Prompt Engineering na Pratica,IA Generativa,2026-07-12,,Em Andamento,,2.7
TR001502,C16-E0033,C16,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-04,,Em Andamento,,2.3
TR001503,C16-E0019,C16,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-17,2026-05-31,Concluido,87.0,1.6
TR001504,C16-E0019,C16,Prompt Engineering na Pratica,IA Generativa,2025-09-19,,Nao Iniciado,,3.4
TR001505,C16-E0019,C16,Fundamentos de IA Generativa,IA Generativa,2026-02-23,,Abandonado,,2.4
TR001506,C16-E0006,C16,Prompt Engineering na Pratica,IA Generativa,2025-12-05,2026-01-29,Concluido,86.0,2.6
TR001507,C16-E0006,C16,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-20,2026-01-02,Concluido,71.0,0.9
TR001508,C16-E0004,C16,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-03,2026-03-17,Concluido,76.0,1.6
TR001509,C16-E0004,C16,IA para Times Comerciais,Aplicacoes de Negocio,2025-07-06,2025-08-21,Concluido,92.0,1.4
TR001510,C16-E0004,C16,Prompt Engineering na Pratica,IA Generativa,2025-12-11,2026-01-02,Concluido,63.0,2.6
TR001511,C16-E0028,C16,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-07-20,,Nao Iniciado,,2.0
TR001512,C16-E0028,C16,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-28,,Nao Iniciado,,1.8
TR001513,C16-E0028,C16,Prompt Engineering na Pratica,IA Generativa,2025-08-31,,Nao Iniciado,,2.7
TR001514,C16-E0026,C16,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-06,2025-07-20,Concluido,84.0,4.3
TR001515,C16-E0026,C16,Analise de Dados com IA,Dados e Analytics,2025-11-30,2026-01-14,Concluido,86.0,3.8
TR001516,C16-E0026,C16,Etica e Governanca de Dados em IA,Governanca,2025-09-29,2025-10-04,Concluido,89.0,2.2
TR001517,C16-E0030,C16,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-29,2025-12-08,Concluido,85.0,4.5
TR001518,C16-E0001,C16,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-11,,Em Andamento,,1.7
TR001519,C16-E0034,C16,IA para Times Comerciais,Aplicacoes de Negocio,2026-06-13,2026-08-10,Concluido,72.0,1.7
TR001520,C16-E0024,C16,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-24,2026-05-31,Concluido,61.0,2.3
TR001521,C16-E0022,C16,Automatizacao de Tarefas com IA,Produtividade,2026-07-12,2026-08-10,Concluido,86.0,2.5
TR001522,C16-E0002,C16,Etica e Governanca de Dados em IA,Governanca,2025-07-26,2025-09-11,Concluido,100.0,1.9
